prompt,prompt_traducido,prompt_limpio,texto_procesado,cluster,tema_principal,ciudad,fuente,sentimiento,frame,subtopico
"a wall with a picture of people in it, imet2020, museum photo, cuban revolution, foto realista, museum exhibit, museum exposition, exhibit, museum picture, museum photography, real photograph on the street, nestor canavarro hyperrealist, archival photography, displayed in the exhibition hall, world press photo, lorenzo vitturi, museum archival photo","Un muro con una imagen de personas en él, imet2020, foto del museo, revolución cubana, foto realista, exhibición del museo, exposición del museo, exposición, imagen del museo, fotografía del museo, fotografía real en la calle, nestor canavarro hiperrealista, fotografía de archivo, exhibida en la exposición, foto de prensa mundial, lorenzo vittani, foto de archivos de museo de museo",un muro con una imagen de personas en el imet2020 foto del museo revolucion cubana foto realista exhibicion del museo exposicion del museo exposicion imagen del museo fotografia del museo fotografia real en la calle nestor canavarro hiperrealista fotografia de archivo exhibida en la exposicion foto de prensa mundial lorenzo vittani foto de archivos de museo de museo,muro persona imet2020 revolucion cubana realista exhibicion imagen real calle nestor canavarro hiperrealista fotografia exhibida exposicion prensa mundial lorenzo vittani foto archivo museo,1,muerto,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,-1
"a large group of fish swimming in a large aquarium, a huge glass tank, aisles of aquariums, in shark tank (2016), ( ( ( aquarium bed ) ) ) ), okinawa churaumi aquarium, underwater with coral and fish, big aquarium, coral reef, tropical reef, aquarium, underwater view, colorful coral reef, underwater environment","Un gran grupo de peces que nadan en un gran acuario, un enorme tanque de vidrio, pasillos de acuarios, en Shark Tank (2016), (((cama de acuario))), Okinawa Churaumi Aquarium, bajo el agua con coral y pescado, gran acuario, arrecife de coral, arrecife tropical, acuario, visión bajo el agua, reef de coral bajo, ambiente submarino, ambiente acuático.",un gran grupo de peces que nadan en un gran acuario un enorme tanque de vidrio pasillos de acuarios en shark tank 2016 cama de acuario okinawa churaumi aquarium bajo el agua con coral y pescado gran acuario arrecife de coral arrecife tropical acuario vision bajo el agua reef de coral bajo ambiente submarino ambiente acuatico,grupo pez nadar enorme tanque vidrio pasillo shark tank cama okinawa churaumi aquarium pescado arrecife tropical acuario vision agua reef coral submarino ambiente acuatico,4,ciudad,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,POS,NEUTRAL,-1
"a concrete pool surrounded by trees and a sign, deep sinkhole, sinkholes, infinity concentric pool, iron smelting pits, sinkhole, shell craters, bathing inside the tar pit, crater, james turrell, sunken square, green oozing pool pit, huge black round hole, sacrificial altar, looking down at a massive crater","Una piscina de concreto rodeada de árboles y un signo, sumidero profundo, sumideros, piscina concéntrica infinita, pozos de fundición de hierro, sumidero, cráteres de conchas, bañándose dentro del alquitrán, cráter, james turrell, cuadrado hundido, pozo de piscina verdes, agujero redondo enorme, altar de sacrificio, altar, un cráter masivo en un cráter masivo",una piscina de concreto rodeada de arboles y un signo sumidero profundo sumideros piscina concentrica infinita pozos de fundicion de hierro sumidero crateres de conchas banandose dentro del alquitran crater james turrell cuadrado hundido pozo de piscina verdes agujero redondo enorme altar de sacrificio altar un crater masivo en un crater masivo,concreto rodeado arbol signo profundo concentrico infinito fundicion hierro sumidero concha banar él alquitran james turrell cuadrado hundido pozo piscina verde agujero redondo enorme sacrificio altar crater masivo,4,ciudad,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,POS,NEUTRAL,1
"the inside of a building with several windows, by Leandro Erlich, inspired by Leandro Erlich, image split in half, inception concept, 3 d perspective, droste effect, escher style, confusing perspective, symmetrical image, set inside of parking garage, perfect symmetrical image, escher++, inside the picture is infinity","El interior de un edificio con varias ventanas, por Leandro Erlich, inspirada en Leandro Erlich, imagen dividida por la mitad, concepto de inicio, perspectiva 3 d, efecto Droste, estilo de Escher, perspectiva confusa, imagen simétrica, colocada dentro del garaje de estacionamiento, imagen simétrica perfecta, Escher ++, dentro de la imagen es infinidad es infinidad es la infinidad.",el interior de un edificio con varias ventanas por leandro erlich inspirada en leandro erlich imagen dividida por la mitad concepto de inicio perspectiva 3 d efecto droste estilo de escher perspectiva confusa imagen simetrica colocada dentro del garaje de estacionamiento imagen simetrica perfecta escher  dentro de la imagen es infinidad es infinidad es la infinidad,interior edificio ventana inspirado leandro erlich dividido mitad concepto inicio efecto droste estilo perspectiva confuso colocado garaje estacionamiento simetrico perfecto escher imagen infinidad,0,ciudad,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,1
"a clock and a lamp on a table, standing lamp luxury, famous designer lamp, argand lamp, inspired by William Michael Harnett, still life photo studio, vermeer lighting, studiolight, shining lamp, one single lamp, an estate agent listing photo, furniture and decor, antique renewel, mechanical clock, very soft diffuses lights","Un reloj y una lámpara en una mesa, lámpara de pie de lujo, famosa lámpara de diseñador, lámpara Argand, inspirada en William Michael Harnett, Still Life Photo Studio, Vermeer Lighting, Studiolight, Lámpara brillante, una sola lámpara, un agente inmobiliario que enumera foto, muebles y decoración, renovación de antigüedad",un reloj y una lampara en una mesa lampara de pie de lujo famosa lampara de disenador lampara argand inspirada en william michael harnett still life photo studio vermeer lighting studiolight lampara brillante una sola lampara un agente inmobiliario que enumera foto muebles y decoracion renovacion de antiguedad,reloj mesa pie lujo famoso disenador argand inspirado william michael harnett still life photo studio vermeer lighting studiolight brillante lampara agente inmobiliario enumerar foto mueble decoracion renovacion antiguedad,1,muerto,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,POS,NEUTRAL,-1
"a couple dressed as skeletons and skeletons at a halloween event, celebrating day of the dead, victorian day of the dead, day of all the dead, el dia los muertos, day of the dead, la catrina, dia de los muertos, ( el dia los muertos ), (dia de los muertos), ( dia de los muertos ), mexican folklore","Una pareja vestida como esqueletos y esqueletos en un evento de Halloween, celebrando el Día de los Muertos, el Día Victoriano de los Muertos, Día de todos los muertos, El Dia Los Muertos, Día de los Muertos, La Catrina, Dia de los Muertos, (El Dia Los Muertos), (Dia de los Muertos), (Dia de los Muertos), Fulklore mexicano, mexicano.",una pareja vestida como esqueletos y esqueletos en un evento de halloween celebrando el dia de los muertos el dia victoriano de los muertos dia de todos los muertos el dia los muertos dia de los muertos la catrina dia de los muertos el dia los muertos dia de los muertos dia de los muertos fulklore mexicano mexicano,pareja vestido esqueleto evento halloween celebrar victoriano catrina muerto fulklore mexicano,1,muerto,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,1
"a train car parked in a park next to a tree, kombi, public bus, rusty vehicles, bus, in a city with a rich history, tlaquepaque, street tram, museum background, vehicles, ( ( ( buses, buses, microbus, vehicle, museum, time travelers appear in a park, sachucci 9 5","Un automóvil de tren estacionado en un parque al lado de un árbol, kombi, autobús público, vehículos oxidados, autobús, en una ciudad con una rica historia, tlaquePaco, tranvía calle",un automovil de tren estacionado en un parque al lado de un arbol kombi autobus publico vehiculos oxidados autobus en una ciudad con una rica historia tlaquepaco tranvia calle,automovil tren estacionado parque arbol kombi publico vehiculo oxidado autobus ciudad rico historia tlaquepaco tranvia calle,4,ciudad,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,0
"a river with trees and a bench in the middle, trees reflecting on the lake, parks and public space, with trees and rivers, in a park and next to a lake, trees bent over river, acacia trees, trees bent over the river, parks and lakes, natural reflections, a photo of a lake on a sunny day, park background, next to a river","Un río con árboles y un banco en el medio, árboles que se reflejan en el lago, los parques y el espacio público, con árboles y ríos, en un parque y al lado de un lago, árboles doblados sobre el río, los árboles de acacia, los árboles doblados sobre el río, los parques y los lagos, los reflecciones naturales, una foto de un lago en un día soleado, un fondo de parque, al lado de un río",un rio con arboles y un banco en el medio arboles que se reflejan en el lago los parques y el espacio publico con arboles y rios en un parque y al lado de un lago arboles doblados sobre el rio los arboles de acacia los arboles doblados sobre el rio los parques y los lagos los reflecciones naturales una foto de un lago en un dia soleado un fondo de parque al lado de un rio,banco reflejar espacio publico acacia arbol doblado reflección natural foto lago soleado fondo parque rio,4,ciudad,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,-1
"a cemetery with a cemetery in the background, coban, blue sky and green grassland, parks and public space, with a lush grass lawn, park background, plants environment, graveyard landscape, by Afewerk Tekle, grassy autumn park outdoor, idyllic and fruitful land, pastoral backyard setting, environment, green spaces, a park, inspired by Afewerk Tekle","Un cementerio con un cementerio en el fondo, coban, cielo azul y pastizales verdes, parques y espacio público, con un exuberante césped de hierba, fondo del parque, entorno de plantas, paisaje de cementerios, por afeeberk tekle, parque de otoño de hierba al aire libre, terreno idílico y fructífero, entorno de patio trasero, ambiente verde, un parque, inspirado por el adhein ashewerkle ascendente general de alquitrán, el ascendente general.",un cementerio con un cementerio en el fondo coban cielo azul y pastizales verdes parques y espacio publico con un exuberante cesped de hierba fondo del parque entorno de plantas paisaje de cementerios por afeeberk tekle parque de otono de hierba al aire libre terreno idilico y fructifero entorno de patio trasero ambiente verde un parque inspirado por el adhein ashewerkle ascendente general de alquitran el ascendente general,cor cielo azul pastizal parques espacio publico exuberante cesped fondo planta paisaje cementerio afeeberk tekle otono hierba aire libre terreno idilico fructifero entorno patio trasero ambiente verde parque inspirado adhein ashewerkle alquitran ascendente general,4,ciudad,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,POS,NEUTRAL,0
"a woman standing behind a table full of food, colored market stand, vendors, tlaquepaque, crafts and souvenirs, market, the empress’ swirling gardens, the ayahuasca spirit, street vendors, street market, local foods, marketplace, market setting, salsa vendor, some stalls, mexico city, busy market, mexico, temple fair","Una mujer que está parada detrás de una mesa llena de comida, soporte de mercado de colores, vendedores, tlaquepacque, manualidades y recuerdos, mercado, jardines remolinos de la emperatriz, el espíritu de ayahuasca, vendedores ambulantes, mercado callejero, comidas locales, mercado, mercado, vendor salsa, algunos puestos, ciudad de mexico, mercado ocupado, mexico, feria de temperatura.",una mujer que esta parada detras de una mesa llena de comida soporte de mercado de colores vendedores tlaquepacque manualidades y recuerdos mercado jardines remolinos de la emperatriz el espiritu de ayahuasca vendedores ambulantes mercado callejero comidas locales mercado mercado vendor salsa algunos puestos ciudad de mexico mercado ocupado mexico feria de temperatura,mujer parada mesa lleno soporte color tlaquepacque manualidad recuerdo jardines remolino emperatriz espiritu ayahuasca vendedor ambulante callejero comida local vendor salsar puesto ciudad mercado ocupado mexico feria temperatura,2,flor,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,0
